uniqueID,date,construct,cell,protocol,sweep,velocity,kcant,dkcant,osm,Rs,Rscomp,Cm,seal,vhold,vstep,peaki,tpeaki,peakf,tpeakf,peakw,tpeakw,leak,offset,stdev,seal,delay,thresh,threshind,fthresh,wthresh
20191003-4-scan-80,20191003,mtraak,4,scan-80,8,40,1.09,0.07,319,6,50,27.11,-0.00050171,-0.181290422,-0.178296192,114.10102,917.84,301.4647618,650.165,409.7859029,746.045,361.3447732,-33.91497884,11.52577037,-0.00050171,267.675,91.54383071,11693,-1.086549044,285.8247357
20191016-1-scan-80,20191016,mtraak,1,scan-80,11,40,1.05,0.07,318,6.4,40,24.91,-0.000718481,-0.164286253,-0.164006621,379.6394958,652,240.6208879,650.445,208.1012898,749.805,228.6576946,-16.2967916,9.611369842,-0.000718481,1.555,64.35364081,4709,139.2432376,122.0557776
20191016-2-scan-80,20191016,mtraak,2,scan-80,7,40,1.05,0.07,318,6.9,50,23.09,-0.000530043,-0.164211345,-0.163744358,194.9923195,650.44,153.1967528,649.805,168.6565217,740.765,309.8074381,-1.100792048,10.12373635,-0.000530043,0.635,51.71947382,4691,99.552628,105.8947784
20191016-3-scan-80,20191016,mtraak,3,scan-80,13,40,1.05,0.07,318,3.6,45,30.49,-0.000249172,-0.165721994,-0.163824286,266.1976568,646.88,141.2587514,649.805,203.2526843,748.245,665.0913891,-32.23669114,12.47418045,-0.000249172,-2.925,94.60759338,4588,93.12111807,124.8240749
20191016-4-scan-80,20191016,mtraak,4,scan-80,15,40,1.05,0.07,318,6.4,40,26.34,-0.000447571,-0.159554549,-0.157500008,262.3069149,651.08,283.1235692,649.965,380.9258353,746.805,356.4899877,19.95750585,7.551263784,-0.000447571,1.115,57.71382477,4111,108.4908552,125.8070464
20191016-5-scan-80,20191016,mtraak,5,scan-80,7,40,1.05,0.07,323,3.3,50,27.87,-0.000954025,-0.158480865,-0.157822216,253.5587941,650.44,298.2682333,650.125,338.2805043,746.005,166.118138,-33.01777679,8.731160634,-0.000954025,0.315,76.67357996,4740,223.1905339,217.5152494
20191016-6-scan-80,20191016,mtraak,6,scan-80,9,40,1.05,0.07,321,5.4,60,18.86,-0.000819018,-0.163899227,-0.161513876,213.8102783,650.44,171.6248767,650.165,200.3864072,747.125,200.116781,-13.71120859,7.168400204,-0.000819018,0.275,49.55320961,4742,118.5616574,142.5532068
20191016-7-scan-80,20191016,mtraak,7,scan-80,10,40,1.05,0.07,321,9.9,30,26.34,-0.000771778,-0.154535698,-0.153248854,233.3182996,650.32,340.5651861,650.125,373.1917927,746.885,200.2332562,-17.08154883,6.72421712,-0.000771778,0.195,50.70263443,4611,212.1476984,192.7116063
20191211-1-scan-80,20191211,mtraak,1,scan-80,6,40,0.61,0.04,338,7.647,50,16.13,-0.000165632,-0.162388578,-0.16118917,411.7360124,658.24,108.3058428,649.805,101.5896784,740.245,980.4163806,17.07715346,21.40911888,-0.000165632,8.435,124.1227479,4528,53.77063991,42.49598835
20191213-3-scan-80,20191213,mtraak,3,scan-80,9,40,0.63,0.04,319,9.477,50,18.49,-0.00141566,-0.172176587,-0.171844529,207.8688257,655.96,680.6790301,650.845,399.6248974,747.805,121.6228582,2.957983782,5.605134685,-0.00141566,5.115,30.98365721,4638,465.4975596,208.4391447
20191213-4-scan-80,20191213,mtraak,4,scan-80,3,40,0.63,0.04,317,11.23,40,21.47,-0.000596571,-0.173387604,-0.170630628,271.9079529,653.92,122.6458255,650.205,126.1210269,749.725,290.6403883,-2.112290887,6.462697413,-0.000596571,3.715,34.42577795,4343,46.2578098,43.43597221
20190813-2-scan-80,20190813,mscl,2,scan-80,10,40,8.09,0.5,0,8,30,68.12,0.716230182,-80.02874026,-80.02737694,369.5018206,652.52,1054.410573,649.965,1477.6424,694.765,-111.7360623,0.949437065,6.815721277,0.716230182,2.555,35.02804345,4802,833.2680969,1153.627512
20190911-1-scan-80,20190911,mscl,1,scan-80,6,40,8.2,0.5,325,6.9,50,21.48,0.635784746,-80.00380965,-80.0029403,1248.005633,650.28,1732.544825,650.165,2078.600435,746.525,-125.8347423,-7.053394068,12.79926922,0.635784746,0.115,71.04974018,4450,987.2723574,876.2122293
20191009-1-scan-80,20191009,mscl,1,scan-80,6,40,6.16,0.5,304,4.7,55,27.14,1.414754718,-80.00608163,-80.00424401,26.69669838,468.96,476.0555992,649.965,640.5392203,741.965,-56.55120325,-1.171711984,5.112033895,1.414754718,-181.005,26.73188146,0,,
20191010-1-scan-80,20191010,mscl,1,scan-80,7,40,4.24,0.5,328,11.3,40,25.25,1.105077008,-80.00877819,-80.0070613,59.97058078,726.12,490.8218454,650.085,634.1456008,743.045,-72.40108842,-1.184786018,4.616787636,1.105077008,76.035,24.2687242,6862,299.4005841,633.783556
20191107-3-scan-80,20191107,mscl,3,scan-80,3,40,5.92,0.5,324,7.4,40,31,0.577264313,-80.00271101,-80.00185131,1203.189294,651.16,983.501599,650.245,799.6206498,703.445,-138.5893936,-1.571291258,12.8346823,0.577264313,0.915,65.74470274,4895,754.5455491,637.7682612
20191111-2-scan-80,20191111,mscl,2,scan-80,7,40,4.33,0.5,326,5.2,50,21.43,0.534407518,-79.99560754,-79.99287234,26.18029471,529.36,821.8912295,650.165,494.1694785,729.085,-149.6902734,-4.602299552,6.202809912,0.534407518,-120.805,35.61634911,0,,
20191119-3-scan-80,20191119,mscl,3,scan-80,7,40,5.79,0.34,323,13.5,40,19.57,0.164396107,-80.00301061,-80.00128186,680.1352741,650.72,451.5550586,650.205,502.4599048,745.405,-486.6478409,13.48306221,15.15427995,0.164396107,0.515,89.25446196,4738,270.7162561,354.8579837
20191119-7-scan-80,20191119,mscl,7,scan-80,12,40,7.01,0.41,329,5.549,55,31.53,2.395839036,-80.00736752,-80.00609723,25.10422547,568.84,802.5892088,649.965,757.378548,786.325,-33.3943,-0.540995486,4.558627108,2.395839036,-81.125,23.33413103,2970,46.53289207,56.18597596
20191119-8-scan-80,20191119,mscl,8,scan-80,13,40,7.01,0.41,329,10.27,40,28.08,0.893237924,-80.00693056,-80.00401923,111.1128799,650.76,1184.438821,650.245,760.7841563,699.965,-89.56956302,-6.621257317,7.423694199,0.893237924,0.515,43.73972831,4916,955.872773,592.463628
20191120-7-scan-80,20191120,mscl,7,scan-80,13,40,4.48,0.26,328,11.68,30,23.63,0.769753742,-80.0057821,-80.00432895,339.9269531,651.48,515.9781463,649.805,363.1857224,748.965,-103.9368537,9.41635497,10.03821136,0.769753742,1.675,59.60741178,4877,390.0820135,258.5517097
20191204-2-scan-80,20191204,mscl,2,scan-80,12,40,8.42,0.5,332,5.629,50,24.2,1.919919147,-80.01023894,-80.00907191,1276.980543,650.76,325.5101826,649.805,263.075847,746.885,-41.67375438,0.102060748,7.062094445,1.919919147,0.955,35.41253297,4770,207.7386343,165.1291675
20191204-5-scan-80,20191204,mscl,5,scan-80,10,40,8.42,0.5,347,5.595,50,21.98,1.474820455,-80.00927764,-80.00768077,31.5601563,651.08,760.8464522,650.245,576.7498542,736.085,-54.2501817,1.146904177,5.154564031,1.474820455,0.835,26.91972433,5025,697.6343607,554.5266855
20190122-1-scan-80,20190122,mscl,1,scan-80,10,40,9.52,0.57,336,6.331,50,25.55,0.505404059,-79.98282368,-79.98187764,556.9142728,651,782.0812411,649.965,809.252793,734.565,-158.2552064,7.315616634,15.67302893,0.505404059,1.035,85.68076131,4815,609.7410865,594.5530206
20190122-3-scan-80,20190122,mscl,3,scan-80,6,40,9.52,0.57,325,6.674,40,46.37,0.31696338,-80.00529526,-80.00312257,877.0597223,698.48,781.8869164,649.965,1061.137517,797.125,-252.4117937,20.7636075,13.65295485,0.31696338,48.515,89.02838176,4743,545.919711,700.4730641
20190816-1-scan-80,20190816,mp2,1,scan-80,14,40,0.82,0.05,320,11.6,30,27.59,0.473942456,-80.01298542,-80.01202161,166.5422779,649.8,308.2138147,650.045,406.7216673,740.525,-168.8242622,-4.550813007,6.807958054,0.473942456,-0.245,38.59060328,4652,222.6537333,253.8496179
20190816-2-scan-80,20190816,mp2,2,scan-80,4,40,0.82,0.05,330,5.5,55,24.42,1.288324406,-80.02010128,-80.01832806,1223.230846,650.92,210.0261838,649.605,170.637201,742.685,-62.11176388,4.34478494,4.520867972,1.288324406,1.315,26.9491248,4447,67.11493047,61.65247736
20190816-3-scan-80,20190816,mp2,3,scan-80,13,40,0.82,0.05,324,10.4,40,32.84,0.925525867,-80.01769184,-80.01869022,1096.513704,652.44,566.9383832,650.525,510.156238,748.445,-86.45646187,2.800247569,4.8442454,0.925525867,1.915,27.02147457,4189,179.8350077,135.2236002
20190816-4-scan-80,20190816,mp2,4,scan-80,11,40,0.82,0.05,0,5.1,60,32.17,1.109688228,-80.02409623,-80.02332579,372.3122658,652,370.3710325,650.405,299.7030618,747.085,-72.11403549,1.501107634,5.0682545,1.109688228,1.595,26.84238013,4789,274.0248046,194.2883424
20190826-2-scan-80,20190826,mp2,2,scan-80,9,40,0.85,0.05,321,5.4,60,19.26,2.525053405,-80.02228604,-80.02063833,122.6172834,649.72,136.9913453,650.125,154.7481392,736.485,-31.69132418,0.502312325,3.96581358,2.525053405,-0.405,20.33138022,4387,61.49548606,59.75454585
20190826-3-scan-80,20190826,mp2,3,scan-80,3,40,0.85,0.05,321,8.5,50,19.96,2.33604896,-80.02377162,-80.02163484,720.1624385,651,168.9317189,650.245,183.6611031,748.325,-34.25603358,-0.727796637,3.332235497,2.33604896,0.755,17.38897412,4435,73.16086261,84.73215372
20190903-1-scan-80,20190903,mp2,1,scan-80,13,40,0.9,0.06,319,8.7,60,22.34,1.649511901,-80.01056349,-80.00811534,1097.778025,651.8,216.9662558,650.285,224.0806334,746.765,-48.5055994,-2.191163996,4.763690826,1.649511901,1.515,26.00961812,4479,109.7175293,96.63549323
20190903-2-scan-80,20190903,mp2,2,scan-80,13,40,0.9,0.06,0,5.2,50,18.64,0.772604642,-80.00689313,-80.00619715,424.8069215,651.24,210.4432441,649.805,247.5021517,747.245,-103.5547662,2.52508922,5.923900682,0.772604642,1.435,32.14459263,4391,96.15748358,101.2166661
20190904-1-scan-80,20190904,mp2,1,scan-80,4,40,0.83,0.05,325,6,50,18.7,1.642731046,-80.00767962,-80.00613222,1609.754084,651.16,281.7783231,650.205,295.3936837,749.205,-48.70406498,0.291666421,3.634478047,1.642731046,0.955,18.46405666,4200,84.34429439,79.70419791
20190904-2-scan-80,20190904,mp2,2,scan-80,8,40,0.83,0.05,325,6.7,55,29.35,1.552841955,-80.01187435,-80.01000354,844.5763245,651.84,466.8947976,650.445,554.7092639,745.405,-51.52609002,1.0120758,4.050491627,1.552841955,1.395,21.26453393,3867,118.2632286,108.0711085
20190904-3-scan-80,20190904,mp2,3,scan-80,3,40,0.83,0.05,333,6.6,60,36.91,1.377599529,-80.0098145,-80.00850243,378.0348525,649.32,531.6811698,649.965,626.9758804,749.925,-58.07915351,-0.648932283,5.792783299,1.377599529,-0.645,29.61284878,3986,168.0821409,153.2281033
20190904-4-scan-80,20190904,mp2,4,scan-80,5,40,0.83,0.05,320,8.4,50,30.57,1.535989742,-80.01365955,-80.01166441,319.9605364,652.96,456.9715954,650.205,640.0807945,745.965,-52.09257414,-0.636661995,4.368581055,1.535989742,2.755,22.47956727,4315,250.4914891,267.3789401
20190904-5-scan-80,20190904,mp2,5,scan-80,7,40,0.83,0.05,319,9.3,50,24.91,2.038501941,-80.01076318,-80.00757583,535.7357186,650.04,425.126728,650.165,427.3584188,703.565,-39.24978512,-4.994353166,5.158999871,2.038501941,-0.125,30.78935252,4295,163.2440691,162.5381983
20190808-1-scan-80,20190808,mp1,1,scan-80,3,40,0.74,0.04,346,5.7,50,27.66,1.848637363,-80.01691792,-80.01472152,140.8360883,657.8,383.0153866,649.805,463.813563,749.205,-43.28426955,0.691018882,3.696340072,1.848637363,7.995,19.17271924,4731,310.4186422,286.8037566
20190808-3-scan-80,20190808,mp1,3,scan-80,4,40,0.74,0.04,330,7.6,50,20.44,2.259951552,-80.01927735,-80.0175188,547.7027634,655.24,264.4374608,650.085,351.967517,747.645,-35.40751893,0.816264757,3.536284755,2.259951552,5.155,18.49768853,4487,163.790213,174.5225043
20190815-1-scan-80,20190815,mp1,1,scan-80,10,40,0.9,0.05,320,5.698,60,22.03,1.299737669,-80.02815359,-80.02547123,86.92371392,661.64,386.9970024,650.365,386.4279565,742.685,-61.57254308,-0.9591538,2.656390589,1.299737669,11.275,14.24110675,4963,376.4737154,332.7812022
20190815-2-scan-80,20190815,mp1,2,scan-80,6,40,0.9,0.05,321,5.5,40,36.3,0.291107851,-80.02405878,-80.02314094,1582.745825,663.68,424.7347508,650.365,388.6885738,741.365,-274.8948835,-1.931370543,5.093907714,0.291107851,13.315,27.40090911,4827,350.4220462,271.2318509
20190815-3-scan-80,20190815,mp1,3,scan-80,8,40,0.97,0.05,0,6.4,50,25.14,1.256248006,-80.02543204,-80.02431983,1154.142332,666.92,465.6723592,650.325,379.370352,745.725,-63.70193757,-0.435234466,4.602487075,1.256248006,16.595,23.44766984,4828,372.8213818,263.5559048
20190820-4-scan-80,20190820,mp1,4,scan-80,6,40,0.86,0.05,317,7.2,50,21.72,0.844094125,-80.01827863,-80.01738644,151.1334881,656.8,182.2795038,649.805,257.38567,750.085,-94.79781496,2.453720358,7.007322179,0.844094125,6.995,37.49033125,4897,168.0947423,220.3717241
20191126-2-scan-80,20191126,mp1,2,scan-80,21,40,0.74,0.04,345,6.742,5,22.8,1.93270166,-80.00997684,-80.00820522,110.2856829,664.12,400.2123447,650.165,264.2808755,746.965,-41.39799664,1.746118701,2.708622491,1.93270166,13.955,15.28923116,4604,204.1960318,127.1494616
20191206-1-scan-80,20191206,mp1,1,scan-80,18,40,0.58,0.03,342,5.982,60,25.14,1.970677684,-80.00032652,-79.9976028,275.2716891,661.32,425.8600388,650.485,377.2688125,748.765,-40.59533793,-2.64427934,4.292871284,1.970677684,10.835,24.10863576,4785,356.3278265,261.5395364
20191206-3-scan-80,20191206,mp1,3,scan-80,10,40,0.58,0.03,326,4.923,55,20.29,7.568390428,-79.99811685,-79.99695597,960.3429863,663.24,261.6244174,650.205,229.1007312,744.645,-10.57003039,-0.996974142,3.829026929,7.568390428,13.035,20.14210879,4763,191.4771087,139.1434833
20191213-1-scan-80,20191213,mp1,1,scan-80,1,40,0.63,0.04,327,8.24,40,20.1,0.951020459,-80.00564482,-80.00285033,536.483239,657.52,236.7239787,649.845,228.8051842,741.685,-84.12610271,14.4498518,5.266282142,0.951020459,7.675,40.78126251,4869,199.4058139,172.4818081
20191213-2-scan-80,20191213,mp1,2,scan-80,16,40,0.63,0.04,341,9.002,50,30.15,6.10486233,-80.00621908,-80.00321249,34.14348171,631.44,665.20999,650.685,532.9900131,749.005,-13.10532732,0.329170617,3.724362511,6.10486233,-19.245,18.95098317,4533,475.8142073,245.8155823
20191216-1-scan-80,20191216,mp1,1,scan-80,1,40,7.62,0.44,322,5.929,50,16.35,1.118250759,-80.0194771,-80.01739394,646.1742072,653.28,427.4114291,649.805,574.8028764,744.725,-71.55772217,0.106835727,11.9780376,1.118250759,3.475,59.99702371,4704,294.2182715,405.0678538
20191218-2-scan-80,20191218,mp1,2,scan-80,4,40,0.73,0.04,313,5.34,50,18.21,9.323291262,-80.02320974,-80.02114784,586.7768332,657.04,210.027658,649.965,218.5373535,747.285,-8.583150251,-0.566299335,3.582500957,9.323291262,7.075,18.47880412,4706,144.8729616,128.4836948
20191218-3-scan-80,20191218,mp1,3,scan-80,10,40,0.73,0.04,318,6.246,50,20.86,1.904525348,-80.02036349,-80.01911477,1410.759991,659.68,276.4638193,650.205,256.7055066,747.005,-42.01590888,-0.668616468,5.14508511,1.904525348,9.475,26.39404202,4694,174.6466398,151.5392312
20191221-1-scan-80,20191221,mp1,1,scan-80,13,40,0.62,0.04,319,7.572,40,16.9,0.299351397,-80.01206158,-80.01020086,219.2654999,653.68,450.676913,650.485,411.0128408,913.885,-267.2847446,7.944460315,5.508846384,0.299351397,3.195,35.48869223,4793,318.2373161,181.9382246
20190115-1-scan-80,20190115,mp1,1,scan-80,8,40,7.34,0.43,0,5.668,45,22.56,0.772522484,-80.01108784,-80.00808284,556.8496199,651.36,1152.909902,650.085,1329.238542,806.885,-103.5712092,0.563464461,9.120114026,0.772522484,1.275,46.16403459,4712,789.4899968,780.9152827
20190120-2-scan-80,20190120,mp1,2,scan-80,10,40,7.59,0.44,325,4.221,50,22.07,1.064350418,-80.01473314,-80.01319792,293.3136522,653.08,410.8021552,650.125,438.4404723,737.805,-75.17705802,-0.559591506,4.155605481,1.064350418,2.955,21.33761891,4820,295.4058376,335.2212595
20191017-4-scan-80,20191017,osca12,4,scan-80,9,40,4.88,0.5,327,9.8,40,22.34,0.111216311,-79.99620684,-79.99568468,127.4437875,652.52,367.728242,649.805,480.5615978,750.085,-719.2848442,-2.118529755,6.28488144,0.111216311,2.715,33.54293695,4924,337.9796977,433.4531336
20191017-5-scan-80,20191017,osca12,5,scan-80,22,40,4.88,0.5,326,4.7,45,23.58,0.223348561,-79.99578239,-79.99318207,37.19936862,937.16,641.2366304,650.205,568.402209,749.525,-358.1656499,7.133982691,7.232013868,0.223348561,286.955,43.29405203,0,,
20191120-2-scan-80,20191120,osca12,2,scan-80,8,40,4.48,0.26,351,8.541,50,13.38,0.448863923,-80.00961475,-80.00855237,457.29735,670.8,424.1252607,650.165,288.5361079,711.685,-178.2491543,-6.123145649,7.640053876,0.448863923,20.635,44.32341503,4841,236.1080375,211.399841
20191120-3-scan-80,20191120,osca12,3,scan-80,6,40,4.48,0.26,331,8.668,50,15.72,2.008989954,-80.0077046,-80.00598986,540.223058,652.16,522.9506131,650.205,410.0968838,742.845,-39.82484056,-5.128162807,4.196646163,2.008989954,1.955,26.11139362,4828,347.8760766,284.7672301
20191218-4-scan-80,20191218,osca12,4,scan-80,16,40,0.73,0.04,318,6.246,50,20.86,4.384024681,-80.01968923,-80.01760377,21.25248789,897.44,502.8953262,650.245,330.7643704,749.165,-18.25256358,4.790323053,3.828317166,4.384024681,247.195,23.93190888,0,,
20191218-5-scan-80,20191218,osca12,5,scan-80,18,40,0.73,0.04,314,10.87,50,18.93,3.76761992,-80.02073806,-80.01816073,36.32198105,804,540.6618031,650.605,382.6249544,742.845,-21.23906863,-1.843932455,2.981542193,3.76761992,153.395,16.75164342,8830,-18.28548337,358.5423948
20191218-6-scan-80,20191218,osca12,6,scan-80,3,40,0.73,0.04,310,12.8,50,18.45,0.210383181,-80.01951458,-80.01793593,57.20017614,648.6,189.4221448,650.285,175.2815097,743.005,-380.3512912,-21.4910957,10.71399271,0.210383181,-1.685,75.06105926,0,,
20200122-5-scan-80,20200122,pkd2l1,5,scan-80,4,40,9.52,0.57,0,7.244,35,25.31,0.435847338,-80.00303568,-80.00133678,115.185003,663.28,1058.731507,650.045,899.7272727,786.525,-183.5574722,-1.042090337,4.27804598,0.435847338,13.235,22.43232023,4857,678.6543915,646.1031168
20200122-6-scan-80,20200122,pkd2l1,6,scan-80,7,40,9.52,0.57,0,5.555,50,20.14,0.938450149,-79.99691845,-79.9944833,383.6195179,656.88,1318.042441,650.005,1465.702517,746.805,-85.24365256,4.333322351,3.656705134,0.938450149,6.875,22.61684802,4474,637.5427906,631.8220772
20201120-4-scan-80,20191120,tmem63a,4,scan-80,3,40,4.48,0.26,336,7.973,50,13.49,4.51539132,-80.00603183,-80.00465862,300.3359559,685.4,245.4322062,650.325,269.9478665,749.005,-17.71851566,1.498800702,3.458477046,4.51539132,35.075,18.79118593,4756,139.0616992,196.7230104
20191119-11-scan-80,20191119,tmem63a,11,scan-80,18,40,7.01,0.41,347,6.841,5,23.43,0.411377385,-80.00952723,-80.006854,237.6222967,681.44,1663.633446,650.205,1069.91622,730.405,-194.4917978,2.363598016,4.138286963,0.411377385,31.235,23.05503283,4896,1361.545018,804.7765805
20191119-6-scan-80,20191119,tmem63a,6,scan-80,31,40,7.01,0.41,329,6.409,45,20.17,0.727469914,-80.00689323,-80.00500575,155.8261348,707.92,1713.33733,650.245,1236.718803,732.605,-109.9796592,-5.663458308,7.286518067,0.727469914,57.675,42.09604865,4929,1462.311966,987.8129731
20191119-4-scan-80,20191119,tmem63a,4,scan-80,9,40,7.01,0.41,330,10.77,40,14.11,0.245298406,-80.00614419,-80.00395677,377.0113093,667.48,582.5127513,650.125,583.188081,740.805,-326.1584354,9.001463788,8.013039411,0.245298406,17.355,49.06666084,4935,499.1156904,524.9221987
20191017-6-scan-80,20191017,tmem63a,6,scan-80,35,40,4.88,0.5,0,6.2,40,21.85,0.306046964,-79.99925288,-79.99838212,81.65851396,472.48,615.2132154,649.845,623.2890439,746.365,-261.3953491,-11.72096666,14.3932466,0.306046964,-177.365,83.68719966,0,,
20191017-1-scan-80,20191017,tmem63a,1,scan-80,6,40,4.88,0.5,327,7.59,40,19.74,0.285953353,-79.99231167,-79.99067694,38.43260408,869.08,311.807621,650.085,373.0422537,700.365,-279.7390234,8.461490252,6.599965091,0.285953353,218.995,41.46131571,0,,
20191007-2-scan-80,20191007,tmem63b,2,scan-80,9,40,3.92,0.5,325,8,50,21.35,1.131047492,-80.01153727,-80.00944399,37.63117521,451.64,881.9466677,650.165,845.0088229,817.085,-70.74109429,-17.3734407,7.704758656,1.131047492,-198.525,55.89723398,0,,
20191008-3-scan-80,20191008,tmem63b,3,scan-80,9,40,5.25,0.5,323,10,40,25.66,0.448635763,-80.00372229,-80.00114947,25.26803624,785.4,1186.225437,649.965,1610.448254,741.365,-178.3266714,4.025310692,5.345881963,0.448635763,135.435,30.75472051,0,,
20191008-4-scan-80,20191008,tmem63b,4,scan-80,8,40,5.25,0.5,321,8,40,21.14,0.175750738,-79.99846641,-79.99796999,39.18115416,905.44,1274.877835,650.205,993.5105973,918.125,-455.1813967,1.252193671,7.050086308,0.175750738,255.235,36.50262521,11383,-15.5525729,993.495428
20191216-2-scan-80,20191216,trpa1,2,scan-80,11,40,7.62,0.44,326,13.82,20,22.99,0.968566187,-80.02123744,-80.01945194,138.7511789,660.04,1095.54087,650.325,802.1981735,733.165,-82.61824386,-8.372667535,6.796449278,0.968566187,9.715,42.35491392,4980,1039.390948,716.0752434
20191216-3-scan-80,20191216,trpa1,3,scan-80,12,40,7.62,0.44,334,5.877,40,29.59,1.515029845,-80.02367176,-80.02198459,38.94521434,816.04,870.9570636,650.005,779.1317419,743.045,-52.8198649,2.500490004,6.911521538,1.515029845,166.035,37.05809769,9149,55.01980905,593.7931221
20191216-6-scan-80,20191216,trpa1,6,scan-80,6,40,7.62,0.44,329,6.618,50,17.03,1.605264445,-80.02580651,-80.02396265,213.3912697,658.52,868.0265408,650.005,558.5613949,796.125,-49.85210178,8.211365078,6.877317823,1.605264445,8.515,42.59795419,4950,716.460798,452.3167701
20191216-7-scan-80,20191216,trpa1,7,scan-80,12,40,7.62,0.44,329,7.21,50,27.25,0.798196951,-80.02574409,-80.0239277,128.2360944,667.48,1114.172268,650.005,759.030945,697.525,-100.258143,3.725504833,5.39361707,0.798196951,17.475,30.69359018,4922,897.98145,604.0856827
20191204-4-scan-80,20191204,trpv4,4,scan-80,12,40,8.42,0.5,324,4.71,60,22.85,3.408041588,-80.01158716,-80.0086598,21.45907523,548,1054.174155,650.205,628.5782631,737.805,-23.4772919,0.705184242,4.109766332,3.408041588,-102.205,21.2540159,2449,17.19733069,14.86635277
20200120-9-scan-80,20200120,yfp,9,scan-80,1,40,7.59,0.42,318,5.409,65,24.25,1.755567433,-80.0190152,-80.015241,27.83059148,794.52,586.3234135,649.965,623.7842681,803.645,-45.58014331,1.388711471,5.188764709,1.755567433,144.555,27.33253501,8612,-20.75348233,620.2727845
20200120-7-scan-80,20200120,yfp,7,scan-80,16,40,7.59,0.42,337,8.284,65,28.89,2.031508413,-80.0185283,-80.01669211,25.32658048,793.08,528.6458586,650.045,1042.335502,861.485,-39.38872603,4.126725363,4.71045551,2.031508413,143.035,27.67900291,0,,
20191216-5-scan-80,20191216,yfp,5,scan-80,12,40,7.62,0.44,325,7.973,40,28.66,0.410715674,-80.02531972,-80.02223431,63.21239496,692.56,858.3477217,650.245,731.5723808,749.605,-194.8435982,0.948906314,7.717076928,0.410715674,42.315,39.53429095,6026,424.6939356,726.7766742
